,text,target,target_new,username,timestamp
1601,Hi We currently do not have eSIMs as we are still assessing how eSIMs will impact customers user experience More information will be given if we are launching this new service,0,1,CheapCheapLah,1572821895
1602,When will singtel stock up purplegreen iphone 11 ,0,1,ayimaris,1572815555
1603,@Singtel  can I switch to an eSIM on my iPhone so I can use a physical SIM in my target country when traveling,0.4,1,Gabriel Ordonez Hernandez,1572801757
1604,Good good Screw Singtel,0.9,1,Zhi Yin,1572793089
1605,kalau bukan aku sorg experiencing probs with singtel wifi connection then aku taknak waste time gi singtel change router ,-0.7,0,ً,1572791194
1606,My Singtel mobile signal is so weak,-0.5,0,rammaone,1572789613
1607,Singtel home internet crawling,-0.2,0,TheFinance.sg,1572787568
1608,Switched from StarHub to Gomo Singtel on August Couldnt shake off the feeling that my data connection speed got slower after the switch So now Im switching back to StarHub ,-0.8,0,⁺˚*･𝕤 𝕪 𝕒･*˚⁺,1572785612
1609,Better under Singtel ooo gaji awal,0.6,1,فريد اكمل,1572777171
1610,CRY ARDY I DONT EVEN HAVE SINGTEL PROFIT HOW I BUY TICKET SO I MOSTLY WILL BE BEHIND ,-0.7,0,Mr Moon,1572776711
1611,Threat Intelligence Service Provider Services Market Innovative Trends by  Webroot Singtel Sophos OneNeck IT Solutions RSA Security Symantec Cisco  Insta Newsletters  follow  RT cybersecurity infosec,0.5,1,𝚋 𝚊 𝚋 𝚢,1572774197
1612,M1 Singtel  StartHub will Cease 2G Networks in 2017 Join the discussion on  DigitalTransformation Telecommunications TelecompictwittercomJIxmlBzMj8,0.3,1,ian ji,1572773948
1613,We are super excited for our CIOgala BFSI on November 7th @SlackHQ  @Singtel will be waiting for youRSVP HERE pictwittercomPS4w3wJ8fT,0.7,1,aLiSiddiq,1572769319
1614,Yup that might happen but if I remember HOOQ inked the deal with Hotstar like a year ago and that might be for sometime Dont know when the deal will end Also HOOQ is owned by Sony and Singtel as well,-0.1,0,Butterscotch 🍯,1572769247
1615,Download Firmware G973FXXU3ASJD Galaxy S10 SMG973F Android 9 Singapore SingTel SIN  SIN ,0.1,1,gerard daisley,1572745852
1616,Download G975FXXU3ASJD Galaxy S10 Plus Android pie Stable Update to Singapore SingTel SIN  SIN ,0.8,1,LGT Capital,1572742377
1617,@SingaporePolice @SingtelSupport Got a call from 6585447969 claiming to be SingTel home fibre support A midage Indian male accent I fell for it in 1st 30s since SingTel does announce 9AM6PM downtime today I realised it was a scam when he insisted you go t,-0.9,0,ᴊᴀᴊᴀ ᴛɪᴄᴋᴇᴛɪɴɢ ʕ•ᴥ•ʔ,1572740835
1618,Singtel Associate Director Automation Req 115325 Sing ,0.4,1,swadhin sengupta,1572715841
1619,Singtel Senior Information S ,0,1,ᴀ.☽ [ia ✈️],1572707744
1620,singtel wifi really damn useless celcom better lol,-0.4,0,Xian Jun Loh,1572697063
1621,Singtels investee company Bharti Airtel to pay Indian govt USD3b in past due  The Online Citizen ,0,1,ᴀ.☽ [ia ✈️],1572696047
1622,Exclusive to Singtel mobile customers Enjoy 10 OFF VIP A Res  B Res tickets and 5 OFF C Res  D Res tickets to Sweeney Todd  The Demon Barber of Fleet StreetSweeneyTodd Singtel @Singtel LeaSalonga @MsLeaSalonga,0.7,1,Em Lina,1572693330
1623,How is data calculated by various MNOMVNOs in SingaporeThe larger the block size the faster the counter runs as a simple message which is only 10 bytes can be counted as a 1 MB block ocworkbench m1 starhub singtel circleslife @ocworkbench redone giga zero1pictwittercom2WCrmSi5Ip,-0.4,0,Lily⁷,1572688492
1624,AALKSJSJSJDKKSKSKSKSKS HONESTLY ME THE 3rd time i listened to circles maybe he snappedt singtel who ,-0.1,0,God,1572686803
1625,Singtel100GB15S,0,1,Em Lina,1572686776
1626,singtel down again or what,0,1,Singapore Jobs,1572686641
1627,Bro your analysis really top class lahpictwittercominRoc43b0S,0.9,1,nat ¹¹ ⁵ ⁷🌙⭐️,1572681724
1628,Bro you sure or not pictwittercomgZgndAG7XZ,-0.2,0,julian,1572680585
1629,Singtel2Sim,0,1,だいみょう,1572670772
1630,BGPHJhijacked prefix AS198949 10381228024 VSAS ILBy AS7473 SINGTELASAP Singapore Telecommunications Ltd SG ,0,1,h,1572659493
1631,Youre welcome ,0.7,1,Bobo👿,1572630177
1632,singtel kn mmg tk enough,0.2,1,xiaomingjiakcaipng123ayiayiaiIMYOURLITTLEBUTTERFLY,1572626922
1633,belum broo aku baru habes download fuck singtel man,0.1,1,frank t. troise 🇺🇸,1572624405
1634,ok thanks,0.3,1,CheapCheapLah,1572621611
1635,Can continue using 5Ghz connection and update us if the connection is stable and you dont experience high ping when gaming,-0.1,0,SGXcafe,1572620767
1636,i am using the 5Ghz network most of the time,0,1,Bernard Golden,1572619387
1637,hmmI dont think it will Can try connecting to the 5Ghz bandwidth to see if it improves the connection,-0.6,0,James Droskoski,1572618859
1638,Buy 2 plans  Starhub and singtel just nice hahahah,0.7,1,❄❤,1572617258
1639,there is an Access point in the house will that interfere with the 5g connection,-0.5,0,Maya Mayana,1572617068
1640,Thks,0.2,1,Lukiman⚽,1572611930
1641,SingTel Worst hotline for customer to contact There is no option for talking to an operator Its easy for Singt  ,-0.8,0,Nizar Irman Nordin,1572611508
1642,Look how bad Singtels processes areHI PrashantApologise for the inconvenience causeMobile XXXXXX22 was change to XXXXXX67 instead  wef 18102019The existing mobile was used by another userI am shell shocked at how can a phone number be changed without authorization,-0.8,0,#DaudBerehat2020,1572606982
1643,@Singtel  can you pls check I suspect it is scam  I am getting phonecalls purporting to be Singtel enquiring about my router performance for no reason This is the number singtelscam bewaresingtelscampictwittercomr4PXvJy8Za,-0.9,0,♡ atie_san ♡,1572606617
1644,@SingtelSupport @SingtelPris Your Live Chat isnt working on Singtel My Account I need help on why my Oct bill for i Fibre Home Bundle increases to 2426 from 1476ii Singtel TV 24 mths Family Starter rebate decreases to 842 from 3262,-0.4,0,인생은 강다니엘 때문에 버렸다,1572604813
1645,The connectivity range for 5Ghz is generally closer to the modem while 24Ghz will allow you to have a further distance from the modem So you may also face connectivity issues if youre too far from the modem Nonetheless is the issue currently still persisting,-0.1,0,peggy anne salz,1572602338
1646,Singtels endtoend Maritime ICT solutions help maritime companies collect data on many variables without compromising on cyber security in todays digital economyFor more information please visit  or email to smlead@singtelcompictwittercomHYwgr1vTD9,0.6,1,IAM Platform,1572601494
1647,stfu singtel ,0,1,TM Forum,1572599383
1648,@SingtelSupport clearly the people at Singtel do not want to talk to their customers 10 minutes of robot options and still no human being Singtelshocking,-0.8,0,Terence Teng,1572599103
1649,Sp group and singtel gave me a very big angbao  You are too young if you dont understand the pain of this tweet,-0.3,0,sgsme.sg,1572597918
1650,Damn Singtel guy is a silver fox,0,1,Financio,1572595213
1651,Oh my this Singtel ad adsSarahseespictwittercomNx55zyEGQz,0,1,c. ✨,1572594457
1652,New APK Version Update Singtel Dash 516 Android 44 Download pictwittercomb0uwrlnQsL,0,1,𝕐az 𝔹anz,1572593029
1653,Singtel Dash 516 Android 44 APK Download for Android  apk latest Download Android,0.6,1,khairil anwar,1572588856
1654,I normally dont get high pings when using the 5G Network,-0.4,0,Malaysian Football League,1572588523
1655,Crossfire Mobile  CN ,0.2,1,Opensignal,1572585048
1656,SingtelSIMLINE SIM,0.1,1,Apkdot,1572585003
1657, Considerable Internet outage detected Singtel in Singapore since 745 AM impacting Singapore Live map and analysis Retweet if down for you tooSingtelSupport Singteldown Singteloutage nointernet  EarlyMorningpictwittercom168FzRemYI,0,1,APK And Android,1572581403
1658,India telco fines could cut competition for Singtel Bharti Airtel  @businesstimes,0,1,Trend Trade,1572580761
1659,Register now for @SDWANEXPO and save 30See @Oracle@FujitsuGlobal@Singtel@WindstreamBiz@AryakaNetworksLearn aboutHow to selectHow to DeployCyberSecurityOvercoming challengesHow to resell pictwittercomkTVdaaYWA8,0,1,Sahgiel Yves Parcia,1572576385
1660,oi singtel pukimakkau sial wifi slow anjing keparat,-0.8,0,솜사탕 숨쉭이 🐶🥔,1572572510
1661,I see Can share what game are you playing if you dont mind The issue maybe with the game itself if the problem only occurs while playing it,0.3,1,れん@ホアヒン in Thailand,1572568070
1662,Video streaming is pretty good  Just the gaming that has really high ping,0.9,1,Takefusa Kubo 😍,1572567849
1663,Thanks for the tip We never actually tried the SingTel  StarHub options Sounds like its not worth it,-0.6,0,𝙳𝚒𝚐𝚒𝚝𝚊𝚕𝗧𝗿𝗮𝗻𝘀４𝗺💻🤖,1572566808
1664,@M1singapore your data passport to IND is BULLSHIT my entire trip it says no data while my SINGTEL fone always has 4G Ive restarted fones and carrier is on auto same as my gf she didnt get any data we even swapped sims Singtel roaming Always has 4g Your r,-0.9,0,David Yin,1572548785
1665,Singtel users got priority sales starhub users got event tickets M1 users  ,0,1,ethan,1572542190
1666,Singapore Telecommunications Limited Singtel  Graphics and Interactive Designer  ,0.2,1,Singtel Support,1572536890
1667,Ya apparently they remove my subscription from Singtel too,-0.6,0,Vincent,1572536040
1668,Im going to do ciclres life next month while existing my singtel,0.4,1,jaja ☆彡,1572533703
1669,Please drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well  personally look into this in greater detail Thank you 22,0.8,1,Singtel Support,1572533406
1670,Hi there sorry to hear of this Allow us to share as well If you are not using data do ensure data roaming in phone settings and network level My Singtel App  Roaming  Roaming Settings is disabled to prevent any incurred charges 12,-0.5,0,Naufal Basit Putra,1572533284
1671,Singtel Mobile is running a promo with 100 off phone price But only with a new sign upHello I know you trying to get new customers But quite stupid marketing I must say cos you do not reward your loyal ,-0.8,0,Waymon Jackson,1572532770
1672,Oh dear were sorry to learn of that  able to drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further with our respective team,-0.2,0,Singtel Support,1572530472
1673,Bought ab6ix ip8 casing now singtel no phone no recontract FML,-0.7,0,LILITH 🖤 MAMAMOO IS ONE 💜,1572530402
1674,Hi there Ive followed you  able to drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further,-0.1,0,Singtel Support,1572527494
1675,Hi there saw your tweet We are concerned to learn that you feel this way  Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi,0.4,1,Waymon Jackson,1572527433
1676,Hi there we are concerned to learn that you feel this way  Ive followed you  able to drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further,0,1,Brad Averhill ⚡,1572526833
1677,JSQUARED 10 off Shipping at vPost Singtel Dash ,0.1,1,http://80-20.es,1572525062
1678,Singtel should fking stop putting horror film ads at 130 at night,-0.9,0,Takefusa Kubo 😍,1572523920
1679,Singtel TV channel purchase remains crack for years Freaking sub add on thinking it was the channel that shows the match For 1490 but no,-0.7,0,あなたの心にシンガポール,1572523379
1680,i swear singtel wifi got to get their shit tgt,-0.1,0,Andy Ng,1572521225
1681,I no hap singtel acct That time free trial,-0.4,0,نرامير نرازمي,1572520403
1682,HAHAHA COOL SIA Didnt know that But only singtel ah,0.8,1,The Business Times,1572518366
1683,No i just bought at livenation because im not base on SG so i dont have access for Singtel,-0.6,0,Singtel Support,1572518267
1684,singtels internet connection sucks on rainy days,-0.6,0,nanannanana,1572517724
1685,JSQUARED 8 off Hotel Bookings at  via App Singtel Dash ,-0.1,0,Vijay Arumugam,1572517547
1686,I guess Ill go to gomo then its technically still under singtel,-0.2,0,MarketScreener.com,1572517477
1687,Done New phone Giving LG another run I want to downgrade to Combo 3Data infinity from combo 6data 4x Moreover Singtel recently change the Annual device penalty to 500 but the circles vouchers still covers ,-0.8,0,TelevisionPost.com,1572517351
1688,singtel dear tgh promo,0.1,1,siapaaku,1572517142
1689,Got my ip11 and the watch 607 singtel with combo XO 108 ,0,1,Desi Girl 🌼,1572516431
1690,Will do Thank you so much,0.4,1,MARKETING MAGAZINE,1572516034
1691,singtel wifi kau just taik,-0.8,0,Desi Girl 🌼,1572516022
1692,My Portfolio Management Philosophy Below is a comparison of my Top10 holdings at end 24 Oct and end Aug 2019 End Oct19 End Aug19 1 Singtel same Singtel 2 OUE up from 10 OUE Com Reit 3 Eagle Hospitality up from 9 Raffles Medical 4 ,0,1,Desi Girl 🌼,1572515969
1693,Hi Are you facing issues with your WiFi on multiple devices Also are you able to detect your Fibre Broadband SSID when searching for a hotspot with your devices,0.3,1,Singtel Support,1572515933
1694,@Singtel is your home wifi down LAN is working but neither 24 nor 5Ghz wifi is working,-0.4,0,nat ¹¹ ⁵ ⁷🌙⭐️,1572515641
1695,Singtel is a chibai istg,0,1,shark9ty5|💙𝐿𝒪𝒱𝐸 𝑀𝐸💙,1572515267
1696,It was done after coz I didnt know you have to pay Insane 50 per mb,-0.7,0,MASTER PRASANTH,1572514706
1697,Singtel just randomly added on a subscription that Ive never asked for and charged for it  WTF,-0.8,0,MASTER PRASANTH,1572514521
1698,Your suffering with Singtel surprised me tho,0.3,1,Luke Winchester,1572514364
1699,m1 recently quite good right singtel recently keep screwing up i cnnt zzzz,-0.7,0,Desi Girl 🌼,1572513238
1700,I just need singtel to cooperate with me and not break down ,0.4,1,h,1572512073
1701, @OCBCBank Joins @Singtels VIA Alliance  fintech mobilepayment financialservices qrcode cashlesspictwittercomtBpalSSQ6B,0.3,1,Gabriel Ordonez Hernandez,1572511201
1702,Hi Does the issue persist when youre near to the modem as well How about other activities such as web browsing video streaming etc,-0.6,0,Strategic Intelligence,1572510134
1703,We are assessing how eSIMs will impact customers user experience More information will be given if we are launching this new service,0,1,jaja ☆彡,1572508291
1704,@Singtel i was plaing rank match the internet dc from my phone wifi 6 support some more,-0.1,0,Desi Girl 🌼,1572504969
1705,@Singtel when is eSim going to be available Two years and no news Even M1 have it since the beginning,-0.7,0,GrowlyBear,1572504667
1706,Singtel season I think is only around 14 or 15,0,1,Third Side,1572503699
1707,    singtel          5555 hotspot 1,0.2,1,🌻nikka🌻 in Fukuoka! 🇯🇵,1572501031
1708,I come to Pickering street cos here got 24hr singtel service thingy My father sim card spoilt But Fuck I drove here from nearby and could not help him get new sim card I suspect is because I use my ic to scan Does not match with his bloody phone Those photos I uploaded is tt,-0.8,0,Gabriel Ordonez Hernandez,1572499238
1709,okeeeeee maacih banyak siaaaaa moga moga beneran ada offline atau singtel priority sebagai anak batam yang rumah keduanya di sg kamu aku andalkan ,0.3,1,WPSTORE.XYZ,1572499024
1710,Siapp wkwk besok siangan mau aku telfon  lagi nanya senpai yang suka beli offline Semoga ada singtel priority Anjasss  auto vip 3 negara nanti wkwkwk,0.4,1,Trends Key,1572498796
1711,Iyakan yul shock aku tuh kalo masih wajar ya pengenlah ya jastip biar nggak stress banget Gatau nih yul biasanya SG ada jual offline kan Kalo ada singtel priority lebih enak Aku besok mau nelfon ke starhub sih kalo ada offline mau overnight queue ,0,1,Viral News Now,1572498795
1712,@Singtel are you ever going to offer eSIM like your competitors at M1 Why can every one telco in Thailand offer it a week after Apple launched the phone but you resist progress,-0.6,0,Google Trends Online,1572498793
1713,Im literally GONNA SCREAM SINGTEL YOU HAVE ONE JOB,0.2,1,AllzWell,1572498791
1714,Singtel releases movie song to celebrate National Day ,0.5,1,MARKETING MAGAZINE,1572496545
1715,Another 10k steps clocked for today Building up towards my Singtel StepUp goals ,-0.1,0,Willie Mayes Hayes,1572496454
1716,Thats the onepictwittercomclHXcbC5vr,0.1,1,Business News,1572493142
1717,good thing about using singtel is that i wont worry about bursting my data because it wont load anything with this slow ass connection even with full bars,-0.8,0,ST Business Desk,1572492671
1718,No red lights only yellow and orange,-0.3,0,The Straits Times,1572492386
1719,Which is the ONT,-0.2,0,john,1572492325
1720,New post Global IOT Smoke Detectors Market 2019 Comprehensive Research Report  Credencys Huawei Singtel San J ,0.3,1,Manock,1572492226
1721,Yup the PON is red So what am I supposed to do,0.7,1,Shaughnessy Fight Club,1572492195
1722,Yup It was ok the whole time It started acting up only in the afternoonpictwittercom97Ejge68eB,-0.6,0,TheFinance.sg,1572492035
1723,Whyd I get a Singtel advertisement   Im not even in Singapore   ,-0.6,0,LGT Capital,1572491434
1724,My wifi doesnt work since afternoon And my TV is stuck like that for the longest timepictwittercom1u5FNUCpk5,-0.8,0,Nurul Alba,1572490899
1725,Hi Is something wrong with your WiFi or Singtel TV connection Share us a bit of details here so we can help troubleshoot,0.1,1,The Business Times,1572490506
1726,If I get prompt reply I wont rant here right,-0.6,0,Singtel Satellite,1572490503
1727,Is Singtel down again,0.1,1,Opensignal,1572485803
1728,Thank You NSCI We are privileged to be a part of your growth story in India,0,1,ᴊᴀᴊᴀ ᴛɪᴄᴋᴇᴛɪɴɢ ʕ•ᴥ•ʔ,1572485522
1729,@Singtel one of 28 global companies committed to new climate targets  GlobalWarming ,0.7,1,Retail News Asia,1572480236
1730,Singtel is the only Southeast Asian firm in a pioneering group of 28 global companies to commit to new  more aggressive climate targets @globalcompact @sciencetargets OurOnlyFuturepictwittercomsqb6zcPkzD,0.1,1,Total Telecom,1572476883
1731,Ini hari hari dah jammed ceni kang aku beli singtel ni kang ahahahah,0.6,1,Total Telecom,1572476135
1732,Notsolucky draws Fake Singtel StarHub staff scam 13 of 30k Courts  Crime News  Top Stories  The Straits Times Makes sense A Viber number from StarHub tried to call me so I turned down the call Screw scammers  ,-0.8,0,matt_mcmahon,1572468414
1733,Thank you for joining @TeamAnodots presentation about AI in practice in the 5G area at the @Singtel event pictwittercomLYyO1tQ6K5,0.1,1,Gabriel Ordonez Hernandez,1572465734
1734,This months startupPH mixer brings you as our speaker @igloohomeco CEOCoFounder Anthony Chow an entrepreneur skilled in big data and has previously led a team of data scientists and engineers at Singtel a @Kickstartph affiliate raidthefridgePH pictwittercomy7tiS0vT1e,0.2,1,Nurul Alba,1572460920
1735,Singtel Users Get up to 3gb of free data per month by syncing yoursteps pictwittercomjT8ymhXxW1,-0.6,0,Stephan H. Wissel,1572457160
1736,Sorry to hear that Have you tried responding to the email Im sure they will be able to help troubleshoot,-0.6,0,Stephan H. Wissel,1572452126
1737,singtel stepschallenge go4it ,0,1,"Rich Tehrani at @ITEXPO, Feb 11-14, FL",1572452085
1738,Yeah i got some help on facebook with actual steps Im out of the house but well try when were back home,0,1,Priscilla,1572447442
1739,I agree Its the consistency as well  I remember Singtel CEO or some big shot saying the telecommunications firm did a mistake with 3G in terms of pricing for bandwidth speed and quota and it hurt them their profits It leaves a bad taste because we are now suffer from it,-0.7,0,𝙵𝚊𝚛𝚊𝚑🥀,1572442562
1740,If you dont want to invest in a proper help desk then bloody hell make your app error proof,-0.9,0,Stephan H. Wissel,1572441004
1741,And theres no name what ever in the email Am I talking to a bot or a chair or a table in your office  Or some random pantry auntie,-0.1,0,Mezame | 🇸🇬 Photographer,1572439037
1742,Is there a prob with your help desk Ppl dont seems very prompt in getting back And amongst all asking me stupid question like if my app a latest version,-0.7,0,Hafiy,1572438839
1743,SingTel SGXZ74  RHB Invest 20190723 Lock In Some Gains Now Stay NEUTRAL SingTel Amobee  via @SGinvestors,0.4,1,Reiko Tanaka,1572438828
1744,Cries i updated my plan but th data connection gets worst Wth singtel ,-0.9,0,Christopher Vu,1572438003
1745,And a good way to get handsets a bit cheaper to maximise profit,0.8,1,Nizam,1572437321
1746,I see Singtel,0.1,1,pak,1572435438
1747,JSQUARED 54 off Single Trip Plan  10 Cashback with Singtel Dash at Tiq Travel Insurance ,0.7,1,🐧Evelyn🐧,1572434409
1748,Further reduce postion on SingTel  Bought Capitaland Retail China Trust On 12th of July 2019 further reduce my position on SingTel by selling 3000 shares at 353 per share I had sold 9000 SingTel shares in June  this 3000 will be the last batch ,-0.1,0,Kunal,1572434298
1749,OPPO Singapore sponsors Singtel TV broadcast of 2019 Sing China pictwittercomBAD5Jy6Eak,-0.1,0,Gabriel Ordonez Hernandez,1572431121
1750,I had 6months free apple music when I signed up for telstra and didnt use it,-0.9,0,CXOsyncEMEA,1572430019
1751,Hi Get up to 3 cashback when you make your 1sttransaction viaSingtelDash Sign up with this link now  443mgmDASH7TROLappserverdashcomsgmgmDASH7TROL TCs apply,0.3,1,Naisarg 🏳️‍🌈,1572428744
1752,Vietel AIS Singtel ,0,1,samsung galaxy rom,1572426652
1753,Hi all Singtel peeps Apparently i was getting butthurt about their wifi being down but my mom sent me this few days ago pictwittercom5OKaGmLyvx,-0.1,0,samsung galaxy rom,1572426407
1754,singtel fix your damn wifi people dont pay money for it to breakdown at the most inconvenient timing aka 2am hello,-0.9,0,feixiang he,1572426374
1755,is it singtel down or what sia,0,1,Jobs Singapore,1572422113
1756,buto la singtel aku tgh pubg kau nak down,0.2,1,Jobs Singapore,1572411295
1757,@Singtel internet for Singtel is down in the east TampinesPasir Ris,0,1,tasha🐯,1572411285
1758,is any1 using singtel wifi sosnsks,0,1,thomas,1572411253
1759,wtf singtel down at the wrong time again ughhhnajqnskala,-0.7,0,Comments ForYou,1572404479
1760,is singtel wifi down or smtg,0,1,ocworkbench,1572404157
1761,Singtel wifi down or just me ,0,1,白米@2/23西4L15b,1572396105
1762,Singtel wifi down isit,0,1,shakira law,1572391643
1763,@SingtelSupport Im travelling and my SIM is returning no service Tried several phones same result Another Singtel SIM works fine Help,-0.7,0,白米@2/23西4L15b,1572370691
1764,We dont pay 250 to singtel every month for my wifi to LAG ON ME every night ,-0.4,0,dian⁷ 🥂,1572362578
1765,hi singtel why my wifi not working,-0.6,0,J.T,1572357955
1766,Fucken singtel wifi ,-0.3,0,J.T,1572356988
1767,Goodbye to being a Singtel employee for the past 12 months in exact  If there was anything valuable I learned during my time here it was how to multitask better and work efficiently and smartly  pictwittercom9YTn1JT1ME,0.8,1,ichiyou,1572356730
1768,Sometimes it is only after things have passed and I look back at what happened that I realise how brave I was Honestly Im having mixed feelings after bidding farewell and ending my chapter with Singtel today Neither happy nor sad,-0.7,0,bgpstream,1572351718
1769,Singtel Dash 3 Cashback and otherPromos ,0.1,1,Sahgiel Yves Parcia,1572349426
1770,You on Singtel,0,1,a̷y̷u̷,1572348916
1771,Bapak bosan takde line Menyesal tak beli singtel pagi Dah tergerak hati aku nak pi beli,0,1,.________.🕤,1572348813
1772,Singtel is proud to win the Top 10  Best Tech Company to Work For Award 2019 presented by the Singapore Computer Society The award honours Tech companies with an outstanding corporate culture effective talent development framework  innovation excellence pictwittercomkBtClFKMbN,0.9,1,✨TeamEevee~仙子,1572348773
1773,Find out what happened when @GlobetomNews @KDDIResearch @Singtel @ericsson @etiya @Huawei @Infosys and @NtOptimus collaborated to use digital twins of realworld entities to speed product development  TMFCatalystStory DigitalTransformation 5GpictwittercomgHUJwrxv6T,-0.2,0,Singtel Support,1572348018
1774,ClientAdvantage NCSI Technologies India a group company of @Singtel appointed CBRE as their Design Consultants  Project Managers to set up their 27000 SF office in PuneHeres what they had to say about the association  @CBREPJM @gurjotsbhatiapictwittercomsGOKXCgfUG,-0.1,0,✨TeamEevee~仙子,1572347950
1775,SingTel get your shit together lei 4G sucks as heck,-0.9,0,Singtel Support,1572346565
1776, yea Did the singtel give it away,0.2,1,Chamhwinie 🌸 Semi-ia cos year 3 😭,1572344009
1777,stupid sia this Singtel told me they will come around 530pm but suddenly call me say they will reach my house in 1015mins WTFF,-0.5,0,✨TeamEevee~仙子,1572342775
1778, Future Makers Regional Program  Singtel Group   ENRES   THE STANDARD   ,0.1,1,Rolf Gregory Kieran,1572335093
1779,ANYBODY DONE THIS SINGTEL MOBILE SWOP THING BEFORE,0,1,Cust Service Ratings,1572333959
1780,Singtel and AIA are giving customers mobile data if they walk around more Digital News  AsiaOne ,-0.2,0,Prashant Khandelwal,1572332080
1781,Asias digital economy is booming So why is Singtel struggling  tmt techcrunch bigdata AI,-0.3,0,Priscilla,1572326769
1782,gona start walking more to earn my extra GB  thank u singtel,0.4,1,ᴊᴀᴊᴀ ᴛɪᴄᴋᴇᴛɪɴɢ ʕ•ᴥ•ʔ,1572322980
1783,I am making a pure guessDoes internet provider increase lagging to remind you to recontract with themCos that is how singtel is making me feel now Or thought,-0.1,0,yoon Sui Yin,1572322320
1784,HI there Im afraid were not able to advise on this at the moment Do stay tuned to more updates,-0.5,0,Mohd Ÿasman A S,1572319451
1785,Singtel commissions song for National Day titled In Return  ,0,1,Priscilla,1572318285
1786,Cheers to more free data @Singtel StepUp,0.2,1,Singtel Satellite,1572318198
1787,Hi there good mornning to you Are you still facing this issue today,-0.2,0,embu ¨̮,1572317062
1788,Kok seperti DEJAVU ya Pak @doktermarket seperti kasus saham ISAT yg dibeli oleh SINGTEL saat itu Alasannya efisiensi Bagi trader yg masih pakai telepon broker  rekening koran masih pakai mesin FAX  1 Lot 500 lembar eh dibawah tahun 2005 itu 1 Lot 500 atau 50 lembar ya,0.1,1,撒尿,1572316537
1789,Kok seperti DEJAVU ya PT Krakatau Steel Tbk Persero kode shm KRAS mo Right Issue RI hy 10 Kita tahu saat ini KRAS lagi mengalami kerugian slma 7th  hutang yg jumbo Spt saat shm PT Indosat Tbk BUKAN PERSERO LAGI kode saham ISAT wkt itu juga RI shg SINGTEL masuk ,-0.2,0,Massey Mick,1572316385
1790,WAIT SINGTEL has a songvid for national day called In Return And it is NICe adsSarahsees,-0.2,0,Mary Jane💙,1572315894
1791,@singtel when is esim for iPhone going to be ready,0.1,1,"Johan ""Keep on Keeping On"" Irae",1572315436
1792,Mending beli Singtel atau kartu lain di sevel Sumpa lebih enak  kalo nemu penjaga yang baik dikasi tau benefit2 gitu2la Aku pas nemu kartu itu jg dikasi tau yg jaga,-0.4,0,Sarah Coldheart,1572313873
1793,Kalau ke SG mending pake Singtel nder Beli simcardnya di Sevel sana,0.3,1,Apkdot,1572313660
1794,Asias digital economy is booming So why are Singtel and Co struggling  via @scmpnews,0,1,APK And Android,1572312603
1795,Why is singtel so shit ive been using my data since the broadband wifi connection is horrible  now the data is taking so slow for me to load Girl singtel you better buck up,-0.9,0,✨TeamEevee~仙子,1572311475
1796,Con singtel,0.1,1,✨TeamEevee~仙子,1572310625
1797,Cos i know for like singtel can like subscribe to like netflix or viu under your contract at like 9 per month so is like pay it under your every month bill like that,-0.5,0,白米@2/23西4L15b,1572310605
1798,the singtel customer that you are trying to reach is currently unavailable please try again later,-0.5,0,Fing Internet Alert,1572309283
1799,Sorry to hear that You can DM me your hiCard number then with the full name and ICFINpassport registered with the number so I can check,-0.2,0,Jim Stevenson,1572307668
1800,trying the 6 month singtelapple music free trial hopefully this works and doesnt mess up my itunes library,0.4,1,"Rich Tehrani at @ITEXPO, Feb 11-14, FL",1572306019
1801,Yes I called from my hiCard When I select 4 for hi card the menu resets and transfer to general hotline Then the whole process repeats,-0.6,0,SATAN🦇🌙,1572279081
1802,hmmcan share which options did you choose And are you calling from your hiCard number,0.2,1,Sahgiel Yves Parcia,1572275431
1803,Singtel is the most useless thing to exist in this decade Fuck its not even funny anymore,-0.9,0,✨TeamEevee~仙子,1572273289
1804,SIMsingtelSIM,0,1,Mainly Miles,1572272673
1805,I tried calling but I never get to the option to talk to someone The IVR menu keeps repeating in a loop,-0.9,0,BoyUtotTweets,1572272547
1806,Hi Thanks for the info You can call our hiCard hotline at 18004822800 toll free 8am10pm for assistance on your request,0.8,1,xmyox,1572256889
1807,Hi Priscilla its for prepaid service Thanks,0.6,1,INTERNSG,1572255982
1808,wowzie singtel giving me free data,0,1,MIR,1572250581
1809,@Singtel will give 3GB of data for people who walk at least 10000 steps a day for 30 daysPerhaps @ThreeUK @O2 @VodafoneUK @EE can tie up with the @NHSuk to roll out a similar scheme in the UK,-0.1,0,kintsugi,1572248196
1810,Technology Blog Post Singtel launched wellness platform StepUp with AIA in SingaporeTelecommunications Lifestyle Healthy Fitness Digital,0.5,1,Singtel Support,1572247911
1811,Friends using TPG trial service data in Malaysia can work Was there yesterday However some places are not that fast or spotty internet Anyway just for your information TPG sg M1 Singtel Starhub,0,1,Singtel Support,1572242380
1812,Hi One of my colleagues will be reaching out to you on Facebook Appreciate your patience in the meantime,0.7,1,Simon S,1572242357
